Type,Track Title,Artist,Album,Release Year,Spotify URL,Spotify ID,Has Lyrics,Match Confidence,Local Title,Duration (ms),Explicit,Preview URL,Notes
"Local Only","I'm feelin' like a misfit, you're the big hit, got addicted to","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","I'm making flowers out of paper","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","I've been lookin' at you, lookin' at me","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","I've seen your dreams get broken","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","Iedereen is van de Wereld","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","If We Could Look Down from Above","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","In the Space Left Behind","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","It's been a long week","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","Jolene","The Common Linnets","","","","","Yes","","","","","","No Spotify match found"
"Local Only","Kalverliefde","The Common Linnets","","","","","Yes","","","","","","No Spotify match found"
"Local Only","Let the Daybreak in the Morning","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","Look Outside","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","Make the Tables Turn","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","My head’s full","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","No Petrol in the Car","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","Not everything’s gonna go your way","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","Now Baby We Should Go Back","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","Oh Ik Droom Ervan","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","Open je ogen","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","Oud Geboren","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","Our Summer Nights","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","Rewrote the Story That I Have Told","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","Riding with the King","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","She Is Dancing for You Now","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","Shine","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","Snow tonight","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","Someone Put a Lock on This Old Door","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","Something Inside So Strong","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","Stay Tonight","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","Sure Pinocchio","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","Sweet Touch of Citrus Skin","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","That Girl You Were Seein' Back in '72","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","The Angels Rejoiced Last Night","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","The Only Thing That Keeps Me Down Is Gravity","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","The Power Is in Your Hands","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","The silence that's fallen between us,","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","The Smell of the Roses","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","There’s been a lot of miscommunication lately","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","This steering wheel's freezin', this road gets so lonesome","The Common Linnets","","","","","Yes","","","","","","No Spotify match found"
"Local Only","Time to Turn a 45 and Listening to the Opening Line","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","Tonight I Called Out Your Name","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","Underneath the Surface Rising Tide","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","Walking that line,saying I'm fine","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","Wanna Love You Forever","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","We fall into the ocean","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","We spend so much time deciding","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","Well I've heard enough","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","Well my daddy he stood at the foot of the stairs","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","What we have here is a misunderstanding","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","What's all this confusion","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","When I call you in the morning","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","When the road gets dark","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","When the sun comes up","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","When your troubled heart is restless","The Common Linnets","","","","","Yes","","","","","","No Spotify match found"
"Local Only","You come to me crying with your head hung down","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","You found me","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","You seemed so different from everyone","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
"Local Only","You took it to heart","Ilse DeLange","","","","","Yes","","","","","","No Spotify match found"
